Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1.609,-1.432,9.585,9.329,12.073,-1.159
1.556,-1.385,9.689,6.220,17.866,-5.244
1.757,-1.369,9.814,5.488,21.646,-5.732
2.082,-1.380,9.833,5.305,21.402,-6.037
1.869,-1.290,9.853,4.451,18.415,-6.402
1.402,-1.104,9.740,5.976,17.317,-7.927
1.521,-1.011,9.741,5.793,13.902,-8.963
1.785,-1.107,9.900,4.512,7.195,-8.963
1.832,-1.182,9.869,6.037,0.183,-9.817
1.500,-1.197,9.874,5.793,-5.976,-10.915
1.094,-1.154,9.864,4.390,-6.280,-11.585
0.916,-1.007,9.892,4.512,0.915,-13.415
1.160,-0.943,9.847,6.646,4.756,-13.354
1.135,-0.893,9.880,6.707,0.549,-10.122
0.791,-0.897,10.275,5.000,-2.500,-10.915
0.764,-0.988,10.292,6.524,-0.305,-12.866
0.494,-1.165,10.036,7.744,3.841,-12.805
0.110,-1.034,9.872,7.012,5.427,-10.793
0.263,-0.943,9.755,1.402,6.585,-8.841
0.760,-1.123,9.303,1.402,6.524,-8.049
0.798,-1.037,9.393,-2.195,1.646,-8.171
0.753,-1.026,9.760,-7.988,-4.756,-8.659
0.746,-1.024,9.881,-9.634,-8.415,-9.817
0.496,-1.053,9.784,-9.146,-7.317,-10.854
0.271,-0.987,9.409,-5.671,-7.805,-9.146
-0.013,-0.842,9.382,-7.195,-11.220,-6.890
0.230,-0.829,9.540,-12.012,-10.549,-5.976
0.655,-1.079,9.597,-11.890,-4.634,-6.829
0.868,-1.143,9.620,-11.220,1.159,-9.573
0.548,-1.020,9.841,-11.159,1.890,-10.732
-0.036,-0.849,10.019,-13.659,1.585,-11.524
-0.057,-0.803,9.790,-14.085,5.854,-10.915
0.232,-0.988,9.361,-12.195,11.280,-10.671
0.110,-0.804,9.327,-12.439,9.817,-9.634
0.062,-0.770,9.504,-11.341,1.402,-5.427
0.071,-0.901,9.484,-6.037,-4.085,-0.610
-0.082,-0.950,9.421,-7.622,-4.817,3.232
0.561,-1.259,9.404,-14.024,-9.268,4.817
0.727,-1.297,9.553,-16.402,-9.390,3.293
0.532,-1.182,9.682,-15.305,-11.829,3.415
0.526,-1.168,9.666,-15.305,-17.683,4.085
0.238,-1.162,10.080,-21.646,-22.866,4.329
0.081,-1.037,10.470,-17.378,-16.585,4.512
0.201,-1.019,10.284,-12.439,-4.939,4.451
0.502,-1.390,9.875,-18.720,-3.049,5.671
0.798,-1.617,9.731,-19.451,-4.634,7.683
0.927,-1.564,10.062,-21.402,-2.988,6.524
1.311,-1.659,10.177,-21.524,0.427,0.793
1.081,-1.718,9.896,-24.451,-4.756,-0.244
0.674,-1.456,10.238,-25.854,-7.927,-0.305
0.508,-1.217,10.508,-23.720,-1.402,1.037
0.614,-1.519,9.793,-18.963,2.500,6.098
0.807,-1.758,9.125,-18.537,0.854,9.207
0.753,-1.793,9.154,-22.439,0.915,8.110
0.302,-1.702,9.632,-23.293,0.976,8.049
0.388,-1.525,10.258,-19.817,4.634,8.598
0.672,-1.566,10.312,-22.317,9.573,9.634
1.018,-1.657,10.047,-22.500,11.524,10.427
1.050,-1.536,9.883,-19.512,10.976,9.573
0.961,-1.399,9.896,-20.854,5.671,8.537
0.696,-1.175,10.370,-21.280,1.646,8.841
0.749,-1.167,10.697,-17.195,7.683,8.171
0.882,-1.353,10.262,-10.366,13.415,8.963
0.689,-1.092,10.168,-9.024,13.720,10.244
0.678,-1.177,10.169,-7.683,14.634,11.098
0.642,-1.386,10.044,-2.744,16.768,11.402
0.520,-1.207,10.108,-0.488,15.732,13.780
0.901,-1.571,9.635,1.280,15.183,14.512
0.882,-1.718,9.443,4.207,14.146,13.049
0.557,-1.539,9.636,4.634,8.598,12.073
0.540,-1.620,9.752,3.780,2.317,11.585
0.674,-1.699,9.887,5.610,2.378,11.646
0.640,-1.615,9.849,7.988,7.561,10.427
0.371,-1.411,9.725,8.537,8.659,11.585
0.339,-1.547,9.743,12.805,8.659,15.671
0.450,-1.618,9.655,19.390,17.866,16.951
1.021,-1.840,9.579,19.268,23.293,14.207
1.377,-1.952,9.759,21.159,25.000,10.976
1.083,-1.796,9.996,22.134,24.390,10.366
1.256,-1.961,9.902,23.293,18.415,10.061
1.314,-2.041,9.974,23.659,11.159,7.073
1.153,-1.818,10.606,16.402,2.622,5.427
1.447,-1.896,10.959,17.500,-1.402,5.671
1.156,-1.760,10.980,25.183,-0.549,4.573
0.706,-1.505,10.949,25.549,3.720,1.585
0.596,-1.561,10.459,26.341,11.524,1.951
0.927,-1.739,10.022,30.183,17.012,1.341
1.393,-1.542,10.036,28.720,16.646,-1.341
1.592,-1.684,9.793,26.341,9.390,-2.195
1.177,-1.726,9.947,25.488,-2.500,-1.159
0.948,-1.633,10.398,23.049,-12.439,-1.890
0.982,-1.571,10.495,19.817,-15.183,-3.537
1.127,-1.720,10.214,20.122,-16.829,-3.720
1.330,-1.636,10.165,22.073,-21.280,-4.512
1.242,-1.596,10.081,22.927,-24.207,-6.098
0.712,-1.498,9.833,23.232,-19.512,-10.122
0.093,-1.366,9.621,20.427,-7.012,-12.744
0.573,-1.565,8.954,23.963,4.024,-11.402
0.952,-1.676,8.773,30.427,7.683,-10.122
0.587,-1.463,9.085,24.268,1.220,-10.061
0.482,-1.489,9.148,15.915,-6.463,-8.902
0.709,-1.678,8.837,18.963,-7.622,-8.720
0.650,-1.679,8.897,13.902,-7.256,-10.427
0.545,-1.528,9.268,6.402,-8.232,-11.829
0.616,-1.389,9.566,4.268,-8.720,-12.378
0.553,-1.153,9.789,3.659,-4.329,-14.146
0.508,-1.233,9.462,7.256,2.256,-14.024
0.612,-1.299,9.327,7.561,5.000,-15.732
0.502,-0.955,9.628,2.866,0.610,-16.829
0.382,-0.947,9.923,1.707,-8.841,-13.963
0.259,-1.110,10.013,-0.061,-10.000,-13.171
0.026,-1.025,10.225,-0.183,-1.341,-14.451
0.230,-0.968,10.161,0.915,5.366,-14.756
0.685,-1.102,9.752,-0.183,8.293,-13.841
0.556,-0.967,9.792,-1.829,8.659,-14.390
0.270,-0.924,9.854,-3.171,5.000,-13.963
0.034,-1.048,9.589,-4.146,0.427,-12.500
-0.184,-0.967,9.574,-6.341,-6.463,-11.463
-0.298,-0.886,9.641,-9.146,-12.439,-8.537
-0.654,-0.956,9.569,-9.146,-13.537,-5.305
-0.560,-1.061,9.429,-7.622,-13.598,-3.659
-0.385,-0.985,9.428,-7.012,-9.817,-1.768
-0.209,-0.863,9.303,-11.098,-8.537,-0.610
0.263,-1.165,9.080,-17.744,-12.134,1.098
0.397,-1.211,9.205,-19.451,-10.793,2.378
-0.101,-0.868,9.568,-22.439,-11.463,3.780
-0.761,-0.702,10.184,-21.646,-17.134,5.976
-0.627,-0.708,10.627,-16.098,-12.012,6.159
-0.215,-1.053,10.423,-16.159,0.610,6.159
0.191,-1.209,10.130,-17.317,5.122,6.280
0.421,-1.270,9.793,-18.659,6.585,6.707
0.612,-1.320,9.726,-19.329,7.500,7.439
0.651,-1.340,9.928,-19.390,11.037,6.768
0.465,-1.363,10.137,-23.780,12.256,6.463
0.396,-1.390,10.181,-27.683,7.256,7.500
0.667,-1.426,10.064,-26.280,3.841,7.012
0.729,-1.407,10.133,-24.268,2.927,4.634
0.445,-1.349,10.275,-26.585,-5.427,8.841
0.151,-1.280,10.518,-29.634,-12.378,14.756
0.289,-1.404,10.395,-28.110,-6.890,15.671
0.420,-1.466,10.050,-23.720,5.549,12.256
-0.016,-1.193,10.181,-20.183,16.951,8.720
-0.155,-1.148,10.224,-22.622,24.817,7.866
0.305,-1.231,9.853,-19.085,28.780,8.598
0.776,-1.063,9.743,-16.402,25.061,8.354
0.859,-1.013,10.158,-16.646,19.756,7.866
1.083,-1.174,10.426,-13.049,17.927,7.622
1.162,-1.065,10.636,-9.146,19.512,6.890
1.128,-1.318,10.461,-4.573,16.341,7.378
0.949,-1.231,10.287,-1.829,10.915,9.939
1.139,-1.309,10.068,1.341,6.707,12.622
1.365,-1.587,9.821,4.634,4.573,12.134
1.253,-1.579,10.004,5.488,3.598,9.451
1.010,-1.494,10.294,7.439,5.244,6.524
0.910,-1.453,10.298,11.524,9.268,4.756
1.097,-1.290,10.507,15.000,11.951,3.415
1.344,-1.200,10.906,16.159,12.744,2.378
1.352,-1.291,10.813,25.183,12.744,1.402
0.872,-1.260,10.482,32.134,12.378,3.232
0.529,-1.519,9.921,32.744,13.110,5.671
0.562,-1.491,9.705,30.976,9.756,6.829
0.830,-1.731,9.634,29.878,1.159,8.049
0.371,-1.655,9.817,22.073,-5.610,7.378
-0.065,-1.633,10.029,21.037,-7.683,5.976
-0.157,-1.467,9.908,24.207,-5.183,3.110
-0.154,-1.529,9.667,19.512,-4.634,2.805
-0.377,-1.490,9.630,18.049,-5.122,3.354
-0.754,-1.484,9.799,17.073,2.256,2.073
-0.961,-1.489,9.446,20.732,12.378,2.378
-0.828,-1.468,8.774,19.695,15.976,4.512
-0.348,-1.510,8.475,13.720,14.573,4.878
-0.379,-1.445,8.589,11.707,13.598,4.207
-0.444,-1.352,9.054,6.341,11.646,5.183
-0.177,-1.356,9.442,0.976,11.341,6.463
-0.132,-1.331,9.625,5.427,13.110,7.500
-0.015,-1.389,9.571,7.927,13.720,8.049
0.158,-1.525,9.395,7.073,13.232,7.744
0.257,-1.541,9.232,6.524,9.329,6.768
0.213,-1.508,9.442,2.195,3.841,5.915
0.096,-1.473,9.670,-2.134,1.463,5.244
0.076,-1.561,9.819,-0.488,3.659,5.366
0.345,-1.462,10.014,-1.159,8.598,4.695
0.457,-1.494,9.975,-1.280,5.671,6.280
0.421,-1.487,10.182,-4.390,1.098,7.012
0.326,-1.645,10.081,-3.354,4.634,6.098
-0.077,-1.535,9.901,-2.683,11.037,4.756
0.005,-1.460,9.715,-2.744,14.451,4.146
0.232,-1.417,9.550,-3.841,13.963,2.988
0.201,-1.273,9.609,-6.098,7.256,3.415
-0.001,-1.249,9.640,-6.646,-1.585,4.878
-0.287,-1.227,9.867,-8.841,-6.890,4.085
-0.361,-1.238,9.937,-9.207,-5.793,3.171
-0.064,-1.398,9.747,-6.341,-1.890,5.488
-0.044,-1.371,9.629,-6.402,-0.488,6.707
-0.017,-1.430,9.531,-6.829,0.244,5.732
-0.204,-1.447,9.631,-10.000,2.012,4.024
-0.414,-1.384,9.830,-13.049,3.720,3.049
-0.400,-1.310,9.929,-11.890,6.341,3.293
-0.086,-1.451,9.884,-11.585,10.122,3.171
0.255,-1.517,9.695,-7.439,12.439,1.037
0.107,-1.462,9.723,-12.073,6.159,-0.061
-0.169,-1.508,10.186,-18.598,-4.817,0.854
-0.148,-1.438,10.260,-14.939,-7.317,1.220
0.127,-1.558,10.087,-11.585,-3.232,0.671
0.536,-1.750,10.014,-10.915,-0.305,-0.122
0.421,-1.672,10.259,-15.854,0.366,-0.488
0.164,-1.674,10.268,-17.439,1.220,0.732
0.259,-1.652,9.996,-14.634,4.695,0.427
0.317,-1.687,9.713,-14.512,4.512,-0.671
0.204,-1.771,9.706,-12.988,-2.012,-0.305
0.073,-1.733,9.701,-16.951,-6.037,-0.732
0.093,-1.689,9.765,-22.439,-9.634,-1.768
0.147,-1.761,9.777,-20.976,-14.573,-0.488
0.335,-1.769,9.811,-23.232,-17.378,-0.610
0.525,-1.644,9.734,-23.659,-16.829,-2.012
0.487,-1.660,9.674,-21.037,-15.061,-0.244
0.509,-1.965,9.539,-18.110,-12.256,1.646
0.519,-1.880,9.686,-19.756,-9.268,0.854
0.575,-1.827,9.906,-19.268,-7.500,0.244
0.432,-1.730,10.221,-18.293,-4.268,-1.220
0.327,-1.706,10.556,-15.610,3.476,-3.963
0.534,-1.750,10.521,-9.268,9.329,-5.732
0.517,-1.890,10.494,-1.768,7.500,-5.915
0.212,-1.753,10.281,4.146,7.256,-5.122
0.395,-1.949,9.847,-5.854,5.000,-5.732
0.642,-1.962,9.858,-5.854,0.305,-6.951
0.553,-1.865,10.048,-5.671,-4.207,-7.073
0.332,-1.783,10.226,-5.366,-7.622,-5.854
0.212,-1.781,10.274,-4.817,-9.817,-4.512
0.164,-1.887,10.114,-1.890,-9.085,-4.573
0.227,-1.790,10.097,-1.524,-6.280,-5.732
0.529,-1.838,10.075,-0.732,-6.341,-5.488
0.704,-1.933,9.905,1.951,-8.902,-5.671
0.556,-1.985,9.722,2.256,-11.463,-5.671
0.445,-1.899,9.540,2.805,-11.768,-6.280
0.316,-1.809,9.681,4.390,-13.476,-7.866
-0.017,-1.525,10.205,6.402,-9.085,-10.549
-0.054,-1.620,9.997,5.427,0.793,-12.134
0.178,-1.584,9.678,8.171,2.012,-10.610
0.266,-1.598,9.644,5.671,-1.890,-9.085
0.255,-1.547,9.983,5.976,-3.598,-8.659
0.390,-1.541,10.108,7.500,-3.293,-8.476
0.471,-1.453,10.118,9.451,-0.732,-9.085
0.565,-1.476,9.966,12.439,0.427,-9.756
0.755,-1.497,9.598,14.756,-4.451,-10.366
0.920,-1.699,9.369,14.573,-13.720,-11.159
0.618,-1.636,9.930,10.854,-25.122,-11.159
-0.171,-1.365,10.622,12.500,-29.878,-9.695
-0.590,-1.416,10.807,17.195,-22.866,-9.268
-0.448,-1.397,10.633,20.122,-6.951,-11.585
-0.367,-1.419,9.864,29.146,7.134,-9.390
-0.191,-1.508,9.006,32.622,12.927,-6.341
0.124,-1.426,9.084,28.476,13.171,-6.220
0.196,-1.305,9.476,23.476,6.463,-5.488
0.172,-1.317,9.786,21.829,-4.634,-2.927
0.034,-1.383,10.092,23.841,-9.939,-1.951
0.151,-1.394,9.981,25.488,-9.207,-3.537
0.262,-1.360,9.707,31.098,-8.780,-2.683
-0.053,-1.132,9.763,31.707,-11.585,-0.427
-0.600,-0.890,10.212,27.805,-11.220,1.098
-0.735,-0.912,10.452,28.415,-3.963,0.793
-0.727,-1.039,10.300,30.793,8.110,-0.549
-0.713,-0.994,10.087,34.573,16.159,0.427
-0.518,-0.998,9.679,33.963,17.622,3.171
-0.353,-0.670,9.577,28.598,15.122,6.037
-0.296,-0.615,9.734,28.841,16.585,11.220
0.072,-1.029,9.808,35.976,15.305,15.427
0.148,-1.090,10.047,34.207,1.707,17.195
-0.442,-0.863,10.231,25.488,-8.415,17.317
-0.892,-0.756,10.328,22.439,-3.354,15.183
-0.599,-0.914,10.174,27.927,9.146,10.854
-0.314,-1.066,9.655,30.793,16.463,9.512
-0.455,-1.059,9.537,22.439,16.646,10.427
-0.481,-0.983,9.750,13.780,14.146,9.634
-0.204,-0.931,9.877,12.988,14.024,8.720
-0.265,-0.866,9.621,14.085,14.268,11.220
0.293,-1.234,9.276,8.780,7.500,13.110
0.898,-1.317,9.407,2.500,-1.220,11.585
0.646,-1.079,9.992,-0.427,-7.134,11.463
0.635,-0.981,10.276,-0.427,-9.390,12.561
0.726,-1.293,9.908,1.280,-11.585,14.939
0.443,-1.396,9.546,1.037,-9.634,13.963
0.190,-1.240,9.514,-4.695,-2.195,10.610
0.467,-1.119,9.748,-12.256,6.402,7.805
0.524,-1.154,9.692,-10.671,9.207,8.476
0.749,-1.361,9.367,-10.061,8.598,7.805
1.073,-1.635,9.249,-18.049,8.963,2.561
1.141,-1.533,9.459,-24.268,6.890,-5.427
1.180,-1.442,9.634,-30.305,-2.256,-11.768
1.143,-1.381,9.764,-36.768,-13.720,-15.549
0.883,-1.222,9.546,-37.622,-18.963,-16.463
0.644,-1.261,9.324,-34.207,-16.402,-14.329
0.680,-1.371,9.054,-34.024,-11.707,-10.976
0.940,-1.325,8.579,-33.841,-8.171,-7.561
0.740,-1.235,8.766,-32.439,-5.793,0.122
0.669,-1.633,8.974,-31.951,-4.085,6.524
0.729,-1.711,9.210,-31.159,-5.915,9.573
0.625,-1.650,9.530,-28.232,-10.000,10.305
0.429,-1.726,9.809,-32.500,-16.220,8.232
0.246,-1.708,10.652,-38.293,-22.012,5.610
0.220,-1.601,10.993,-32.073,-10.793,0.610
0.414,-1.603,10.336,-27.195,9.878,-5.122
0.682,-1.839,9.795,-30.305,19.695,-7.561
1.129,-1.870,9.497,-30.854,21.890,-11.341
1.230,-1.642,9.812,-38.354,13.902,-16.220
1.146,-1.542,10.679,-42.256,-1.646,-15.671
0.706,-1.443,11.159,-38.171,-9.085,-10.122
0.427,-1.692,11.221,-36.768,-10.122,-5.305
0.761,-1.861,10.920,-30.488,-7.500,-4.817
0.991,-1.892,10.427,-25.671,-1.463,-8.598
0.603,-1.563,10.158,-25.000,2.561,-10.366
0.164,-1.351,10.248,-34.512,2.073,-8.293
-0.016,-1.401,10.099,-30.915,6.829,-4.939
-0.089,-1.445,9.941,-24.939,7.622,-2.012
-0.174,-1.281,9.925,-24.573,2.622,1.220
-0.293,-1.422,9.852,-22.134,-0.427,4.329
-0.112,-1.664,9.492,-17.134,-0.122,5.915
-0.019,-1.681,9.333,-16.402,3.171,4.085
-0.300,-1.523,9.398,-14.573,5.366,3.354
-0.369,-1.569,9.327,-14.390,3.354,5.793
-0.396,-1.706,9.351,-13.659,1.524,8.171
-0.638,-1.619,9.919,-13.598,3.354,9.817
-0.776,-1.566,10.299,-11.280,8.598,11.707
-0.260,-1.788,10.133,-6.585,14.756,14.451
0.137,-1.973,9.869,-4.817,21.341,14.451
0.235,-1.954,9.689,-1.524,25.122,13.049
0.250,-1.993,9.782,0.000,24.817,12.256
0.290,-1.908,10.232,0.244,18.354,12.378
0.344,-1.865,10.666,0.854,13.476,12.317
0.739,-1.960,10.518,6.646,16.524,12.195
0.736,-1.975,10.417,13.841,21.098,12.622
0.784,-1.927,10.798,18.537,19.329,13.780
1.195,-2.197,10.507,22.195,17.195,12.195
1.322,-2.352,9.843,28.659,15.854,6.707
1.023,-2.245,9.683,29.695,9.329,2.500
0.602,-2.039,10.089,27.317,4.024,0.976
0.834,-1.976,10.337,27.683,-0.061,-0.427
1.416,-2.252,10.116,35.122,-5.061,-2.195
1.416,-2.312,9.902,38.659,-9.146,-2.073
0.997,-1.942,9.963,34.390,-12.500,0.183
0.930,-1.808,9.835,37.622,-12.256,4.390
0.831,-2.201,9.862,48.232,-7.073,8.780
0.576,-2.116,9.849,46.220,-8.171,9.634
0.731,-1.926,9.888,41.524,-8.049,7.744
0.899,-1.917,9.827,41.951,-3.232,4.512
0.728,-1.983,9.456,41.341,-0.061,1.707
0.229,-1.995,9.269,38.780,0.061,0.732
0.317,-1.856,9.247,29.207,0.061,-2.866
0.563,-1.807,9.355,23.476,0.732,-8.415
0.575,-1.782,9.694,23.293,-1.037,-10.000
0.910,-1.915,9.698,22.683,-5.122,-10.061
0.716,-1.979,9.809,16.585,-7.866,-13.720
-0.123,-1.540,10.647,15.976,-6.646,-18.171
0.050,-1.806,10.372,18.720,-0.671,-20.305
0.395,-1.832,9.683,21.646,5.732,-19.146
0.258,-1.558,9.522,18.659,4.817,-17.317
0.055,-1.565,9.383,14.329,0.305,-14.390
0.275,-1.754,9.239,10.915,-2.683,-12.378
0.625,-1.751,9.416,7.805,-4.695,-12.866
0.740,-1.601,9.760,3.841,-6.402,-14.146
0.750,-1.444,10.086,3.598,-8.780,-14.451
0.684,-1.469,9.971,5.122,-11.402,-13.598
0.434,-1.411,9.957,2.500,-8.537,-16.341
0.245,-1.186,9.873,5.610,-2.927,-18.720
0.588,-1.234,9.667,7.622,-4.390,-17.988
0.733,-1.343,9.603,3.720,-4.756,-17.500
0.508,-1.407,9.489,5.549,-2.012,-17.988
0.265,-1.143,9.389,4.878,-1.890,-17.683
-0.083,-1.198,9.242,2.012,-5.671,-14.817
-0.664,-1.128,9.173,0.732,-9.085,-12.012
-0.828,-1.083,9.303,-1.646,-9.817,-9.451
-0.620,-1.037,9.509,-4.085,-8.598,-7.988
-0.140,-1.253,9.419,-4.817,-9.390,-6.402
0.141,-1.408,9.302,-4.512,-7.622,-7.927
-0.223,-1.149,9.625,-5.061,-3.171,-10.671
-0.427,-0.851,9.693,-6.463,-1.220,-10.793
-0.336,-1.007,9.265,-6.341,-3.049,-9.085
-0.676,-1.065,9.253,-8.354,-6.037,-6.768
-1.119,-0.988,9.444,-10.671,-8.902,-3.598
-1.005,-1.072,9.757,-11.220,-10.427,0.427
-0.445,-1.274,9.861,-8.415,-2.439,1.220
-0.255,-1.381,9.708,-9.756,6.707,-0.183
-0.104,-1.503,9.749,-19.085,3.598,-0.305
-0.239,-1.428,10.020,-22.195,1.220,-0.122
-0.337,-1.325,10.100,-21.402,-0.793,2.439
0.012,-1.395,10.174,-17.073,-4.085,4.451
-0.242,-1.356,10.141,-17.256,-7.500,6.707
-0.599,-1.380,10.228,-27.439,-15.183,12.195
0.041,-1.644,10.026,-33.537,-14.268,13.232
-0.079,-1.584,10.441,-31.585,-4.329,10.366
-0.002,-1.460,10.759,-30.244,-2.134,10.122
0.303,-1.528,10.344,-31.524,-0.061,10.610
0.202,-1.560,10.060,-30.366,1.463,11.890
0.152,-1.407,10.233,-31.341,0.305,11.829
0.222,-1.195,10.505,-30.488,0.488,11.768
0.373,-1.313,9.954,-24.268,-0.244,13.110
0.143,-1.315,9.677,-26.220,-2.927,14.085
-0.056,-1.220,9.907,-25.305,0.976,14.695
0.532,-1.359,9.713,-20.793,7.134,12.683
0.539,-1.366,9.722,-19.695,6.768,11.707
0.204,-1.264,9.922,-17.866,4.085,15.488
0.253,-1.286,9.934,-15.183,7.195,18.659
0.372,-1.260,9.916,-12.988,14.085,16.463
0.194,-1.096,9.707,-10.183,16.890,15.244
0.162,-1.379,9.466,-7.134,16.707,16.037
0.095,-1.475,9.445,-6.159,17.561,15.000
0.373,-1.544,9.707,-5.549,12.134,15.000
0.743,-1.771,9.695,-6.768,1.463,15.854
0.598,-1.835,9.871,-7.744,-2.805,14.939
0.462,-1.635,10.385,-6.098,3.293,11.341
0.766,-1.672,10.274,1.098,7.683,10.793
1.117,-1.769,10.505,2.561,7.378,10.915
1.226,-1.653,10.649,7.012,6.402,10.976
0.852,-1.747,10.290,12.683,9.878,13.415
0.446,-1.900,10.229,17.378,16.220,14.329
0.389,-1.806,9.961,19.024,17.378,13.232
0.561,-1.781,9.723,15.915,9.817,15.061
0.842,-2.178,9.770,16.524,7.866,13.476
0.675,-2.084,10.133,20.244,13.841,7.988
0.648,-2.110,10.242,16.646,12.012,5.732
0.580,-1.860,10.211,19.695,12.012,4.878
0.271,-1.565,10.017,23.720,16.829,3.902
0.466,-1.569,9.668,27.744,19.817,6.159
0.764,-1.803,9.496,33.171,18.598,11.037
0.812,-1.981,9.524,33.902,11.585,10.671
0.700,-1.898,9.883,27.378,5.671,7.195
0.593,-1.911,10.415,25.671,7.683,5.793
0.700,-2.013,10.461,29.573,10.671,3.963
0.642,-1.835,10.375,29.817,10.000,0.427
0.490,-1.680,10.403,26.037,8.171,-3.110
0.650,-1.523,10.282,24.390,6.707,-5.976
0.562,-1.438,10.095,25.549,1.768,-3.963
0.543,-1.448,9.853,26.341,-2.195,-4.390
0.311,-1.383,9.567,25.793,-3.293,-5.122
0.102,-1.550,9.425,22.134,-1.768,-4.573
0.238,-1.435,9.509,21.524,0.488,-6.951
0.314,-1.363,9.502,20.366,-4.268,-6.890
0.050,-1.304,9.672,18.720,-7.866,-5.183
-0.044,-1.361,10.028,16.707,-3.537,-6.524
0.360,-1.453,9.971,19.695,1.098,-9.207
0.606,-1.499,9.799,21.098,-0.610,-9.695
0.548,-1.493,9.715,15.488,-4.085,-10.488
0.181,-1.391,9.632,13.720,-5.427,-11.341
-0.092,-1.347,9.588,14.451,-2.927,-12.561
-0.338,-1.146,9.533,17.256,-3.780,-11.890
-0.392,-1.165,9.612,10.366,-10.488,-9.390
-0.266,-1.193,9.756,6.159,-10.305,-9.634
-0.150,-0.870,10.155,6.890,-4.268,-10.732
0.117,-0.918,10.300,9.390,-0.732,-10.183
0.117,-0.940,10.605,8.720,1.220,-10.366
-0.093,-0.675,11.052,9.695,4.817,-11.037
-0.042,-0.763,10.754,13.415,7.866,-10.427
-0.117,-0.703,10.354,15.366,7.561,-10.671
-0.448,-0.513,10.270,12.012,0.549,-8.476
-0.845,-0.649,10.246,9.878,-8.171,-5.122
-1.217,-0.660,10.449,7.073,-11.402,-2.866
-0.857,-0.754,10.504,3.354,-5.976,-3.110
-0.655,-0.780,10.099,7.195,-0.549,-3.841
-0.678,-0.746,9.768,4.756,-3.293,-2.622
-0.982,-0.573,9.787,-5.793,-5.366,-1.402
-1.003,-0.558,9.880,-12.317,-3.232,-0.732
-0.670,-0.782,9.740,-15.244,-2.622,0.305
-0.213,-0.872,9.689,-13.598,-6.768,0.183
